year,mu,s,week,fitted_cdf,year_group
2005,16.541631311628272,1.2109928083645276,21,0.9754354939443336,Other
1979,18.75976007155734,0.6116147500995176,21,0.974982122969851,Other
1992,19.1450992809687,0.517837359071354,21,0.9729333725742695,Other
1990,17.851895029727196,1.0565709543451416,21,0.9516416222909593,Other
2013,19.252739332071425,0.6680876749555522,21,0.931840837037269,Other
2015,19.051423306698773,0.7531476674842027,21,0.930036091668684,Other
2004,18.24932551046021,1.1659938474108666,21,0.9136533700574735,Other
2018,19.11968047659817,0.9543178740683612,21,0.8776463724632465,2018
2021,19.016865825313612,1.0627491634643094,21,0.8659995956083822,Other
2017,18.525382173135974,1.528833163592439,21,0.8346063384460553,Other
1998,20.208173071789812,0.6310092174435861,21,0.7781396612998054,Other
2016,19.383594976591883,1.2951375381933548,21,0.7769632775403251,Other
1995,19.483719479113137,1.237528484154592,21,0.7729859541734735,Other
2008,19.51236278632033,1.351842174817684,21,0.7503447579223705,Other
2009,20.140740323295397,0.8033354421916045,21,0.7445237015061719,Other
2014,19.913683005379703,1.0955557141637242,21,0.729397341396709,Other
2022,20.012923021399583,1.0097496888443964,21,0.7266210589871939,Other
2020,19.99935456745787,1.1554081864958052,21,0.7039238736437039,Other
1983,19.955213158039424,1.3627927890379434,21,0.6827960545051954,Other
1984,20.32815839383654,0.9724513135827503,21,0.6661613876187327,Other
2002,21.14873274918691,1.1294270492763459,21,0.46712532718976113,Other
1981,21.647102462008604,1.624256797100034,21,0.4016970316617265,Other
1996,21.538531553531655,0.9399802383341086,21,0.3605637955312409,Other
1989,22.04114077726732,1.6542699420372284,21,0.34765437495525875,Other
2011,21.758945599078544,0.5427990900587114,21,0.1981007549190375,Other
2019,22.95846774999589,1.3544246560089428,21,0.19062138516613938,2019
2003,17.50002707329803,0.35719505789524125,22,0.9999966215252608,Other
2001,17.65648669532134,0.3637777391716925,22,0.9999934760206508,Other
1982,17.164317134528158,0.5182813754478109,22,0.9999113057649655,Other
2000,18.12095130340071,0.47397641129073054,22,0.9997210096458543,Other
1999,17.550566308908664,0.5529471323010038,22,0.9996799654430015,Other
2006,17.23807444335008,0.6440647953481751,22,0.9993851704403589,Other
1988,17.326824069178695,0.636183026192589,22,0.999355020597971,Other
1985,17.461869371428108,0.6416841736675388,22,0.9991523700547584,Other
2007,18.12642902028725,0.5690248741527212,22,0.9988956399412438,Other
1991,18.53136866815894,0.5593398868847537,22,0.9979772942756586,Other
1987,18.331379908949984,0.6163061628700899,22,0.997407646868899,Other
1993,18.6252594997513,0.5741017416492514,22,0.9972082665241604,Other
1997,17.467770373014034,0.7893501202363457,22,0.9968010317791737,Other
1992,19.1450992809687,0.517837359071354,22,0.9959827100000822,Other
1979,18.75976007155734,0.6116147500995176,22,0.9950225349250138,Other
2012,16.78877955420752,0.9900779361651335,22,0.9948492284623248,Other
1980,18.62132385647612,0.6433192980254367,22,0.9947899532387744,Other
1986,18.447153325224846,0.6898973000028762,22,0.9942330004757644,Other
2010,16.6390782236277,1.0721649415065384,22,0.9933077509330428,Other
1994,17.471323506363426,0.9127694501581843,22,0.9930460561346246,Other
2005,16.541631311628272,1.2109928083645276,22,0.9890926400272372,Other
2013,19.252739332071425,0.6680876749555522,22,0.9838908249849361,Other
1990,17.851895029727196,1.0565709543451416,22,0.9806591784297789,Other
2015,19.051423306698773,0.7531476674842027,22,0.9804493939695271,Other
2004,18.24932551046021,1.1659938474108666,22,0.9614586155252899,Other
2018,19.11968047659817,0.9543178740683612,22,0.9533894775831735,2018
1998,20.208173071789812,0.6310092174435861,22,0.9447796847251334,Other
2021,19.016865825313612,1.0627491634643094,22,0.943052783031181,Other
2009,20.140740323295397,0.8033354421916045,22,0.9100646905206392,Other
2017,18.525382173135974,1.528833163592439,22,0.9065928291415718,Other
1995,19.483719479113137,1.237528484154592,22,0.8842504155297232,Other
2016,19.383594976591883,1.2951375381933548,22,0.8828991469659988,Other
2022,20.012923021399583,1.0097496888443964,22,0.8773843684485211,Other
2014,19.913683005379703,1.0955557141637242,22,0.8703826016365697,Other
2008,19.51236278632033,1.351842174817684,22,0.8629703687470953,Other
2020,19.99935456745787,1.1554081864958052,22,0.8496103965327938,Other
1984,20.32815839383654,0.9724513135827503,22,0.848026200977868,Other
1983,19.955213158039424,1.3627927890379434,22,0.8176398758764244,Other
2002,21.14873274918691,1.1294270492763459,22,0.679987859774198,Other
1996,21.538531553531655,0.9399802383341086,22,0.6203264813198524,Other
2011,21.758945599078544,0.5427990900587114,22,0.6092343706448341,Other
1981,21.647102462008604,1.624256797100034,22,0.5541041062962418,Other
1989,22.04114077726732,1.6542699420372284,22,0.4937829588863728,Other
2019,22.95846774999589,1.3544246560089428,22,0.3301168194030902,2019
2003,17.50002707329803,0.35719505789524125,23,0.9999997944700032,Other
2001,17.65648669532134,0.3637777391716925,23,0.9999995824874341,Other
1982,17.164317134528158,0.5182813754478109,23,0.9999871181821219,Other
2000,18.12095130340071,0.47397641129073054,23,0.9999661610413487,Other
1999,17.550566308908664,0.5529471323010038,23,0.9999475318962067,Other
2006,17.23807444335008,0.6440647953481751,23,0.9998697844608179,Other
1988,17.326824069178695,0.636183026192589,23,0.9998659979814893,Other
1985,17.461869371428108,0.6416841736675388,23,0.9998214775137747,Other
2007,18.12642902028725,0.5690248741527212,23,0.9998093301921581,Other
1991,18.53136866815894,0.5593398868847537,23,0.9996609812833803,Other
1993,18.6252594997513,0.5741017416492514,23,0.9995097714293113,Other
1987,18.331379908949984,0.6163061628700899,23,0.999487226655518,Other
1992,19.1450992809687,0.517837359071354,23,0.9994155359264589,Other
1997,17.467770373014034,0.7893501202363457,23,0.9990967322000104,Other
1979,18.75976007155734,0.6116147500995176,23,0.9990257431048042,Other
1980,18.62132385647612,0.6433192980254367,23,0.9988945324575421,Other
1986,18.447153325224846,0.6898973000028762,23,0.9986405446530385,Other
2012,16.78877955420752,0.9900779361651335,23,0.9981178679642723,Other
1994,17.471323506363426,0.9127694501581843,23,0.997664136343413,Other
2010,16.6390782236277,1.0721649415065384,23,0.9973559155976017,Other
2013,19.252739332071425,0.6680876749555522,23,0.9963484142556409,Other
2005,16.541631311628272,1.2109928083645276,23,0.9951942218696362,Other
2015,19.051423306698773,0.7531476674842027,23,0.994742172249413,Other
1990,17.851895029727196,1.0565709543451416,23,0.9924036719792256,Other
1998,20.208173071789812,0.6310092174435861,23,0.988160266193757,Other
2004,18.24932551046021,1.1659938474108666,23,0.9832811192521955,Other
2018,19.11968047659817,0.9543178740683612,23,0.9831442840760103,2018
2021,19.016865825313612,1.0627491634643094,23,0.9769766367334219,Other
2009,20.140740323295397,0.8033354421916045,23,0.9723270029146073,Other
2022,20.012923021399583,1.0097496888443964,23,0.9506512625265581,Other
2017,18.525382173135974,1.528833163592439,23,0.9491563798710282,Other
1995,19.483719479113137,1.237528484154592,23,0.944871046188113,Other
2014,19.913683005379703,1.0955557141637242,23,0.9435942227377035,Other
2016,19.383594976591883,1.2951375381933548,23,0.9422579934406538,Other
1984,20.32815839383654,0.9724513135827503,23,0.939773844345042,Other
2020,19.99935456745787,1.1554081864958052,23,0.9306710680462864,Other
2008,19.51236278632033,1.351842174817684,23,0.9295576700360466,Other
2011,21.758945599078544,0.5427990900587114,23,0.9077441901522916,Other
1983,19.955213158039424,1.3627927890379434,23,0.9032811748275504,Other
2002,21.14873274918691,1.1294270492763459,23,0.8374152548309598,Other
1996,21.538531553531655,0.9399802383341086,23,0.8256039551582763,Other
1981,21.647102462008604,1.624256797100034,23,0.6969747985230806,Other
1989,22.04114077726732,1.6542699420372284,23,0.6409815326580144,Other
2019,22.95846774999589,1.3544246560089428,23,0.507665431179036,2019
2003,17.50002707329803,0.35719505789524125,24,0.9999999874965902,Other
2001,17.65648669532134,0.3637777391716925,24,0.9999999732807636,Other
1982,17.164317134528158,0.5182813754478109,24,0.9999981291853043,Other
2000,18.12095130340071,0.47397641129073054,24,0.9999958965303943,Other
1999,17.550566308908664,0.5529471323010038,24,0.9999914000348672,Other
2006,17.23807444335008,0.6440647953481751,24,0.9999724320211428,Other
1988,17.326824069178695,0.636183026192589,24,0.9999721707855012,Other
2007,18.12642902028725,0.5690248741527212,24,0.9999671053986625,Other
1985,17.461869371428108,0.6416841736675388,24,0.9999624205828159,Other
1991,18.53136866815894,0.5593398868847537,24,0.9999432579290759,Other
1992,19.1450992809687,0.517837359071354,24,0.9999152176905928,Other
1993,18.6252594997513,0.5741017416492514,24,0.9999140793116356,Other
1987,18.331379908949984,0.6163061628700899,24,0.9998987416281092,Other
1979,18.75976007155734,0.6116147500995176,24,0.9998099202927891,Other
1980,18.62132385647612,0.6433192980254367,24,0.9997662019202287,Other
1997,17.467770373014034,0.7893501202363457,24,0.9997453721307784,Other
1986,18.447153325224846,0.6898973000028762,24,0.9996806175588704,Other
2012,16.78877955420752,0.9900779361651335,24,0.9993136852565833,Other
1994,17.471323506363426,0.9127694501581843,24,0.9992177877287112,Other
2013,19.252739332071425,0.6680876749555522,24,0.9991802941978791,Other
2010,16.6390782236277,1.0721649415065384,24,0.9989579004530803,Other
2015,19.051423306698773,0.7531476674842027,24,0.998600900634889,Other
2005,16.541631311628272,1.2109928083645276,24,0.9978898580349735,Other
1998,20.208173071789812,0.6310092174435861,24,0.9975498347964227,Other
1990,17.851895029727196,1.0565709543451416,24,0.9970379963918227,Other
2018,19.11968047659817,0.9543178740683612,24,0.9940235547001175,2018
2004,18.24932551046021,1.1659938474108666,24,0.9928395330268274,Other
2009,20.140740323295397,0.8033354421916045,24,0.9918701124973501,Other
2021,19.016865825313612,1.0627491634643094,24,0.990887094975745,Other
2011,21.758945599078544,0.5427990900587114,24,0.984151416358884,Other
2022,20.012923021399583,1.0097496888443964,24,0.9810826934320152,Other
1984,20.32815839383654,0.9724513135827503,24,0.9775961018853757,Other
2014,19.913683005379703,1.0955557141637242,24,0.97656712209472,Other
1995,19.483719479113137,1.237528484154592,24,0.9746533577582106,Other
2017,18.525382173135974,1.528833163592439,24,0.9729043487355906,Other
2016,19.383594976591883,1.2951375381933548,24,0.9724659852493216,Other
2020,19.99935456745787,1.1554081864958052,24,0.9696028762017106,Other
2008,19.51236278632033,1.351842174817684,24,0.9650966625662828,Other
1983,19.955213158039424,1.3627927890379434,24,0.9511079654455671,Other
1996,21.538531553531655,0.9399802383341086,24,0.9320515316710319,Other
2002,21.14873274918691,1.1294270492763459,24,0.9258433552054987,Other
1981,21.647102462008604,1.624256797100034,24,0.8097827977154896,Other
1989,22.04114077726732,1.6542699420372284,24,0.7656883349287096,Other
2019,22.95846774999589,1.3544246560089428,24,0.683301288908755,2019
2003,17.50002707329803,0.35719505789524125,25,0.9999999992393558,Other
2001,17.65648669532134,0.3637777391716925,25,0.9999999982900698,Other
1982,17.164317134528158,0.5182813754478109,25,0.9999997283058403,Other
2000,18.12095130340071,0.47397641129073054,25,0.9999995024071813,Other
1999,17.550566308908664,0.5529471323010038,25,0.9999985904448183,Other
2007,18.12642902028725,0.5690248741527212,25,0.999994325721872,Other
1988,17.326824069178695,0.636183026192589,25,0.9999942209823811,Other
2006,17.23807444335008,0.6440647953481751,25,0.9999941640455172,Other
1985,17.461869371428108,0.6416841736675388,25,0.9999920903216601,Other
1991,18.53136866815894,0.5593398868847537,25,0.9999905052268389,Other
1992,19.1450992809687,0.517837359071354,25,0.9999877067400468,Other
1993,18.6252594997513,0.5741017416492514,25,0.9999849459963724,Other
1987,18.331379908949984,0.6163061628700899,25,0.9999800109127978,Other
1979,18.75976007155734,0.6116147500995176,25,0.9999629384378632,Other
1980,18.62132385647612,0.6433192980254367,25,0.9999505874623786,Other
1997,17.467770373014034,0.7893501202363457,25,0.9999282547890422,Other
1986,18.447153325224846,0.6898973000028762,25,0.9999250259082244,Other
2013,19.252739332071425,0.6680876749555522,25,0.9998163976295914,Other
2012,16.78877955420752,0.9900779361651335,25,0.9997499273987093,Other
1994,17.471323506363426,0.9127694501581843,25,0.9997383310743344,Other
2015,19.051423306698773,0.7531476674842027,25,0.9996287588320416,Other
2010,16.6390782236277,1.0721649415065384,25,0.9995896819137174,Other
1998,20.208173071789812,0.6310092174435861,25,0.9994967446894858,Other
2005,16.541631311628272,1.2109928083645276,25,0.9990748752537089,Other
1990,17.851895029727196,1.0565709543451416,25,0.9988483196848039,Other
2018,19.11968047659817,0.9543178740683612,25,0.9978959896153902,2018
2009,20.140740323295397,0.8033354421916045,25,0.9976449960380007,Other
2011,21.758945599078544,0.5427990900587114,25,0.9974548109245953,Other
2004,18.24932551046021,1.1659938474108666,25,0.9969502197895277,Other
2021,19.016865825313612,1.0627491634643094,25,0.9964237749816218,Other
2022,20.012923021399583,1.0097496888443964,25,0.9928886329320226,Other
1984,20.32815839383654,0.9724513135827503,25,0.9918712870905323,Other
2014,19.913683005379703,1.0955557141637242,25,0.9904600584585519,Other
1995,19.483719479113137,1.237528484154592,25,0.9885414887702545,Other
2016,19.383594976591883,1.2951375381933548,25,0.9870871032446645,Other
2020,19.99935456745787,1.1554081864958052,25,0.9869783350303064,Other
2017,18.525382173135974,1.528833163592439,25,0.9857269484419955,Other
2008,19.51236278632033,1.351842174817684,25,0.9830330788104434,Other
1983,19.955213158039424,1.3627927890379434,25,0.9759153316807002,Other
1996,21.538531553531655,0.9399802383341086,25,0.975457269574287,Other
2002,21.14873274918691,1.1294270492763459,25,0.9680134371341307,Other
1981,21.647102462008604,1.624256797100034,25,0.8873811676807826,Other
1989,22.04114077726732,1.6542699420372284,25,0.8567579209452878,Other
2019,22.95846774999589,1.3544246560089428,25,0.8186615953659429,2019
2003,17.50002707329803,0.35719505789524125,26,0.9999999999537263,Other
2001,17.65648669532134,0.3637777391716925,26,0.9999999998905709,Other
1982,17.164317134528158,0.5182813754478109,26,0.9999999605425296,Other
2000,18.12095130340071,0.47397641129073054,26,0.9999999396613469,Other
1999,17.550566308908664,0.5529471323010038,26,0.9999997689718697,Other
2007,18.12642902028725,0.5690248741527212,26,0.9999990212160744,Other
1988,17.326824069178695,0.636183026192589,26,0.9999987999495584,Other
2006,17.23807444335008,0.6440647953481751,26,0.9999987645891119,Other
1991,18.53136866815894,0.5593398868847537,26,0.9999984112816256,Other
1985,17.461869371428108,0.6416841736675388,26,0.9999983352177714,Other
1992,19.1450992809687,0.517837359071354,26,0.9999982176131471,Other
1993,18.6252594997513,0.5741017416492514,26,0.9999973625702613,Other
1987,18.331379908949984,0.6163061628700899,26,0.9999960542764338,Other
1979,18.75976007155734,0.6116147500995176,26,0.9999927746617566,Other
1980,18.62132385647612,0.6433192980254367,26,0.9999895583240156,Other
1986,18.447153325224846,0.6898973000028762,26,0.9999824033439727,Other
1997,17.467770373014034,0.7893501202363457,26,0.9999797873692855,Other
2013,19.252739332071425,0.6680876749555522,26,0.9999588960028374,Other
1994,17.471323506363426,0.9127694501581843,26,0.9999124957508488,Other
2012,16.78877955420752,0.9900779361651335,26,0.9999089062870645,Other
2015,19.051423306698773,0.7531476674842027,26,0.9999015682016106,Other
1998,20.208173071789812,0.6310092174435861,26,0.9998967931855285,Other
2010,16.6390782236277,1.0721649415065384,26,0.9998385025654843,Other
2011,21.758945599078544,0.5427990900587114,26,0.9995958435171637,Other
2005,16.541631311628272,1.2109928083645276,26,0.999594678733473,Other
1990,17.851895029727196,1.0565709543451416,26,0.9995527023416112,Other
2009,20.140740323295397,0.8033354421916045,26,0.9993206300265192,Other
2018,19.11968047659817,0.9543178740683612,26,0.9992611471856238,2018
2004,18.24932551046021,1.1659938474108666,26,0.998704120276762,Other
2021,19.016865825313612,1.0627491634643094,26,0.9986013116041355,Other
2022,20.012923021399583,1.0097496888443964,26,0.997346631597616,Other
1984,20.32815839383654,0.9724513135827503,26,0.9970778810663554,Other
2014,19.913683005379703,1.0955557141637242,26,0.9961486047221535,Other
1995,19.483719479113137,1.237528484154592,26,0.9948600566822159,Other
2020,19.99935456745787,1.1554081864958052,26,0.9944782784799377,Other
2016,19.383594976591883,1.2951375381933548,26,0.9939920791239063,Other
2017,18.525382173135974,1.528833163592439,26,0.9925280535441816,Other
2008,19.51236278632033,1.351842174817684,26,0.991830207798996,Other
1996,21.538531553531655,0.9399802383341086,26,0.9913913582099034,Other
1983,19.955213158039424,1.3627927890379434,26,0.988290632256519,Other
2002,21.14873274918691,1.1294270492763459,26,0.9865513248055916,Other
1981,21.647102462008604,1.624256797100034,26,0.9358320318283948,Other
1989,22.04114077726732,1.6542699420372284,26,0.9163008257105416,Other
2019,22.95846774999589,1.3544246560089428,26,0.9042726401511513,2019
2003,17.50002707329803,0.35719505789524125,27,0.9999999999971849,Other
2001,17.65648669532134,0.3637777391716925,27,0.9999999999929969,Other
1982,17.164317134528158,0.5182813754478109,27,0.9999999942696902,Other
2000,18.12095130340071,0.47397641129073054,27,0.9999999926832712,Other
1999,17.550566308908664,0.5529471323010038,27,0.999999962134193,Other
2007,18.12642902028725,0.5690248741527212,27,0.9999998311654402,Other
1988,17.326824069178695,0.636183026192589,27,0.9999997508026567,Other
1992,19.1450992809687,0.517837359071354,27,0.9999997415759243,Other
2006,17.23807444335008,0.6440647953481751,27,0.9999997384773078,Other
1991,18.53136866815894,0.5593398868847537,27,0.9999997341685353,Other
1985,17.461869371428108,0.6416841736675388,27,0.9999996496082288,Other
1993,18.6252594997513,0.5741017416492514,27,0.9999995379325951,Other
1987,18.331379908949984,0.6163061628700899,27,0.9999992211483282,Other
1979,18.75976007155734,0.6116147500995176,27,0.999998591417745,Other
1980,18.62132385647612,0.6433192980254367,27,0.999997793571197,Other
1986,18.447153325224846,0.6898973000028762,27,0.9999958701906356,Other
1997,17.467770373014034,0.7893501202363457,27,0.9999943057479075,Other
2013,19.252739332071425,0.6680876749555522,27,0.9999907988567456,Other
1998,20.208173071789812,0.6310092174435861,27,0.9999788412394203,Other
2015,19.051423306698773,0.7531476674842027,27,0.9999739067833456,Other
1994,17.471323506363426,0.9127694501581843,27,0.9999707412492626,Other
2012,16.78877955420752,0.9900779361651335,27,0.9999668207324534,Other
2010,16.6390782236277,1.0721649415065384,27,0.9999364456848114,Other
2011,21.758945599078544,0.5427990900587114,27,0.99993593872586,Other
1990,17.851895029727196,1.0565709543451416,27,0.9998263503021902,Other
2005,16.541631311628272,1.2109928083645276,27,0.9998224700857605,Other
2009,20.140740323295397,0.8033354421916045,27,0.9998042497366285,Other
2018,19.11968047659817,0.9543178740683612,27,0.9997407715502555,2018
2021,19.016865825313612,1.0627491634643094,27,0.9994536894352523,Other
2004,18.24932551046021,1.1659938474108666,27,0.9994499252918839,Other
2022,20.012923021399583,1.0097496888443964,27,0.9990127632018971,Other
1984,20.32815839383654,0.9724513135827503,27,0.9989530734039317,Other
2014,19.913683005379703,1.0955557141637242,27,0.9984504496395721,Other
1995,19.483719479113137,1.237528484154592,27,0.9977024740451598,Other
2020,19.99935456745787,1.1554081864958052,27,0.9976687659665244,Other
2016,19.383594976591883,1.2951375381933548,27,0.9972151409158793,Other
1996,21.538531553531655,0.9399802383341086,27,0.9970121085097658,Other
2017,18.525382173135974,1.528833163592439,27,0.9961012516725148,Other
2008,19.51236278632033,1.351842174817684,27,0.9960843078008645,Other
2002,21.14873274918691,1.1294270492763459,27,0.9944076043549313,Other
1983,19.955213158039424,1.3627927890379434,27,0.9943440484145496,Other
1981,21.647102462008604,1.624256797100034,27,0.9642774889441087,Other
1989,22.04114077726732,1.6542699420372284,27,0.9524661226326475,Other
2019,22.95846774999589,1.3544246560089428,27,0.9518436434297336,2019
2003,17.50002707329803,0.35719505789524125,28,0.9999999999998288,Other
2001,17.65648669532134,0.3637777391716925,28,0.9999999999995519,Other
1982,17.164317134528158,0.5182813754478109,28,0.9999999991678015,Other
2000,18.12095130340071,0.47397641129073054,28,0.9999999991127657,Other
1999,17.550566308908664,0.5529471323010038,28,0.9999999937937467,Other
2007,18.12642902028725,0.5690248741527212,28,0.9999999708770355,Other
1992,19.1450992809687,0.517837359071354,28,0.9999999625317503,Other
1991,18.53136866815894,0.5593398868847537,28,0.9999999555199393,Other
1988,17.326824069178695,0.636183026192589,28,0.9999999482527842,Other
2006,17.23807444335008,0.6440647953481751,28,0.9999999446386083,Other
1985,17.461869371428108,0.6416841736675388,28,0.9999999262520564,Other
1993,18.6252594997513,0.5741017416492514,28,0.9999999190477379,Other
1987,18.331379908949984,0.6163061628700899,28,0.9999998462618137,Other
1979,18.75976007155734,0.6116147500995176,28,0.9999997253976755,Other
1980,18.62132385647612,0.6433192980254367,28,0.9999995337629275,Other
1986,18.447153325224846,0.6898973000028762,28,0.999999030773257,Other
1997,17.467770373014034,0.7893501202363457,28,0.9999983958461807,Other
2013,19.252739332071425,0.6680876749555522,28,0.9999979403720641,Other
1998,20.208173071789812,0.6310092174435861,28,0.999995662457477,Other
2015,19.051423306698773,0.7531476674842027,28,0.9999930833351729,Other
1994,17.471323506363426,0.9127694501581843,28,0.9999902171458941,Other
2011,21.758945599078544,0.5427990900587114,28,0.9999898488026094,Other
2012,16.78877955420752,0.9900779361651335,28,0.9999879154858958,Other
2010,16.6390782236277,1.0721649415065384,28,0.9999749908656849,Other
2009,20.140740323295397,0.8033354421916045,28,0.9999436169233059,Other
1990,17.851895029727196,1.0565709543451416,28,0.9999325970807614,Other
2005,16.541631311628272,1.2109928083645276,28,0.9999222522054257,Other
2018,19.11968047659817,0.9543178740683612,28,0.999909077347233,2018
2021,19.016865825313612,1.0627491634643094,28,0.9997867287201427,Other
2004,18.24932551046021,1.1659938474108666,28,0.9997666047316551,Other
2022,20.012923021399583,1.0097496888443964,28,0.9996330644573681,Other
1984,20.32815839383654,0.9724513135827503,28,0.9996253629273882,Other
2014,19.913683005379703,1.0955557141637242,28,0.9993774217736203,Other
2020,19.99935456745787,1.1554081864958052,28,0.9990175896389091,Other
1995,19.483719479113137,1.237528484154592,28,0.9989746387948972,Other
1996,21.538531553531655,0.9399802383341086,28,0.9989667859148361,Other
2016,19.383594976591883,1.2951375381933548,28,0.9987113723799637,Other
2008,19.51236278632033,1.351842174817684,28,0.9981274336776707,Other
2017,18.525382173135974,1.528833163592439,28,0.9979691885467112,Other
2002,21.14873274918691,1.1294270492763459,28,0.9976852683867824,Other
1983,19.955213158039424,1.3627927890379434,28,0.9972766410354301,Other
1981,21.647102462008604,1.624256797100034,28,0.9803775656412891,Other
2019,22.95846774999589,1.3544246560089428,28,0.9763917696145755,2019
1989,22.04114077726732,1.6542699420372284,28,0.9734575308558892,Other
2003,17.50002707329803,0.35719505789524125,29,0.9999999999999896,Other
2001,17.65648669532134,0.3637777391716925,29,0.9999999999999714,Other
2000,18.12095130340071,0.47397641129073054,29,0.999999999892413,Other
1982,17.164317134528158,0.5182813754478109,29,0.999999999879142,Other
1999,17.550566308908664,0.5529471323010038,29,0.9999999989827872,Other
2007,18.12642902028725,0.5690248741527212,29,0.9999999949764611,Other
1992,19.1450992809687,0.517837359071354,29,0.9999999945675746,Other
1991,18.53136866815894,0.5593398868847537,29,0.9999999925574068,Other
1988,17.326824069178695,0.636183026192589,29,0.9999999892544041,Other
2006,17.23807444335008,0.6440647953481751,29,0.9999999882806224,Other
1993,18.6252594997513,0.5741017416492514,29,0.9999999858175093,Other
1985,17.461869371428108,0.6416841736675388,29,0.9999999844780658,Other
1987,18.331379908949984,0.6163061628700899,29,0.9999999696535053,Other
1979,18.75976007155734,0.6116147500995176,29,0.999999946466479,Other
1980,18.62132385647612,0.6433192980254367,29,0.9999999014802975,Other
1986,18.447153325224846,0.6898973000028762,29,0.9999997725323073,Other
1997,17.467770373014034,0.7893501202363457,29,0.9999995480878131,Other
2013,19.252739332071425,0.6680876749555522,29,0.9999995389655826,Other
1998,20.208173071789812,0.6310092174435861,29,0.9999991108163702,Other
2011,21.758945599078544,0.5427990900587114,29,0.9999983915066506,Other
2015,19.051423306698773,0.7531476674842027,29,0.9999981665894732,Other
1994,17.471323506363426,0.9127694501581843,29,0.999996729081341,Other
2012,16.78877955420752,0.9900779361651335,29,0.9999955986514074,Other
2010,16.6390782236277,1.0721649415065384,29,0.9999901589345234,Other
2009,20.140740323295397,0.8033354421916045,29,0.9999837612690134,Other
1990,17.851895029727196,1.0565709543451416,29,0.999973838951567,Other
2018,19.11968047659817,0.9543178740683612,29,0.9999681129702342,2018
2005,16.541631311628272,1.2109928083645276,29,0.9999659528900366,Other
2021,19.016865825313612,1.0627491634643094,29,0.9999167590670621,Other
2004,18.24932551046021,1.1659938474108666,29,0.9999009890554523,Other
1984,20.32815839383654,0.9724513135827503,29,0.9998659960430564,Other
2022,20.012923021399583,1.0097496888443964,29,0.9998636708183983,Other
2014,19.913683005379703,1.0955557141637242,29,0.9997499994161994,Other
1996,21.538531553531655,0.9399802383341086,29,0.9996431718128679,Other
2020,19.99935456745787,1.1554081864958052,29,0.9995863239238245,Other
1995,19.483719479113137,1.237528484154592,29,0.9995427151439937,Other
2016,19.383594976591883,1.2951375381933548,29,0.9994041983662827,Other
2008,19.51236278632033,1.351842174817684,29,0.9991054568066611,Other
2002,21.14873274918691,1.1294270492763459,29,0.9990437636957894,Other
2017,18.525382173135974,1.528833163592439,29,0.9989431241156338,Other
1983,19.955213158039424,1.3627927890379434,29,0.9986906960315072,Other
1981,21.647102462008604,1.624256797100034,29,0.9893018688124346,Other
2019,22.95846774999589,1.3544246560089428,29,0.9885764547988197,2019
1989,22.04114077726732,1.6542699420372284,29,0.9853217929859771,Other
